8.40417,7.7196565,27.354523,8.468981,0.04903492,26.240803,9.342921,5.003157,5.733045
7.830168,7.3286715,26.628027,9.161942,0.5589356,28.36034,8.272365,6.1385164,4.379925
6.421573,6.059584,24.032057,10.38821,4.660955,31.706087,8.542963,2.8527236,3.6694045
7.5123243,7.0751014,27.18602,9.5692835,0.8194793,28.70355,7.5961595,6.686739,3.6705105
5.978853,9.016398,33.191082,8.71756,1.2848132,28.959255,3.501832,5.7508583,3.4631283
5.7316737,8.398053,31.823942,10.71583,4.731988,25.684223,5.301588,3.8190048,3.2935176
7.153662,10.225239,25.485893,13.81162,3.4762669,22.192705,5.8947964,12.219864,0.58716106
9.613634,9.532538,11.54308,8.571249,0.31534538,33.434105,12.855424,6.445617,6.3851624
5.6789317,8.088402,32.928497,10.98304,4.722904,24.882244,5.0828114,4.144222,2.9734044
6.5519533,9.977568,20.255482,8.986862,4.966256,32.839874,8.51112,1.3699967,5.7638083
7.522419,11.684331,38.306595,12.4625025,4.6949368,15.467229,1.6128241,5.205076,3.2903988
7.6048517,7.3582635,7.79052,13.448266,6.80472,40.528927,8.099579,6.6078653,0.9859064
7.893611,10.974924,28.805874,11.187693,1.7886202,12.191462,12.735542,9.030167,5.477607
1.3036675,9.235542,4.27326,13.543112,0.99293345,2.1617093,41.505516,27.712109,3.2532825
7.3915467,18.216406,5.4721193,10.376906,7.29574,18.203363,20.194038,4.5781155,9.951061
10.237249,17.632778,10.45012,8.941227,1.6695844,24.090218,12.244691,7.09974,8.726992
13.762696,12.940084,12.16246,15.805931,1.8224121,13.811467,11.754376,14.067088,3.7084422
9.664531,20.47433,5.0366073,12.574922,3.143933,9.394523,20.382158,14.595665,7.9538426
6.9123263,12.420364,11.881247,14.323205,7.444504,33.365246,5.2496896,9.252882,0.6834776
9.2077265,8.256464,16.844337,10.991344,0.86091614,35.24546,6.2084527,9.332809,2.277565
7.2598257,12.726233,11.515477,7.434151,1.9789807,50.894722,0.39207783,4.9797454,3.53362
9.595875,13.618374,7.133065,10.756089,1.7856195,37.8364,6.4951415,10.21865,3.495552
10.843579,17.348276,7.700614,12.120099,2.45569,27.996159,7.3128366,11.466193,4.6048713
10.5272875,17.164297,21.813738,12.560375,2.3936207,16.19955,5.592114,10.52476,4.9227467
11.300438,10.566462,9.852488,12.926356,1.3357614,29.875038,9.180686,11.72583,2.8450716
8.781085,9.333712,6.951432,11.454962,1.9600817,19.45615,23.75532,11.265776,6.463009
13.901968,19.916025,10.9845705,14.51664,2.8724184,22.331419,1.5246476,11.880769,4.0012217
2.2354946,1.0325494,63.987442,10.172914,4.753675,13.815284,0.6841041,-0.79510593,1.7094878
4.42665,13.733889,56.079712,12.992301,7.81301,2.0845716,-1.5489504,2.4091482,3.497456
7.3153973,6.5108566,46.33312,11.213283,5.396809,17.13973,0.98129374,-1.5464702,4.238236
4.784998,8.818728,21.221716,11.104988,8.654958,5.719881,27.587795,1.1062491,9.773008
8.739222,8.494803,28.983494,7.7547703,0.65296113,28.289896,6.5956283,1.9874822,6.527883
11.067142,17.626364,28.265837,11.91112,3.7216043,12.549549,3.5978577,5.1958275,6.868999
6.8337903,12.29629,34.57841,11.310996,6.398257,17.197918,4.469705,1.5559835,5.3369517
2.5055661,13.443501,42.281403,10.444471,6.615515,12.555233,5.5717597,4.209795,4.4651103
6.357508,10.441084,27.43986,9.940309,5.097056,25.82174,7.008481,2.294242,5.2046986
7.238539,9.38258,35.098648,11.416774,0.796404,17.58703,5.852584,10.360421,2.5268235
8.776507,14.018474,10.899611,12.621911,7.012019,27.980152,9.117024,5.094372,4.9725547
2.3069792,16.12552,4.8172545,5.7723784,4.674742,25.853472,26.348356,6.1249986,10.588154
2.1492271,12.340571,7.0281076,10.3309145,7.0751343,22.782629,25.054132,9.304612,6.1896935
4.779199,17.781454,10.221495,12.790064,7.4624224,14.556697,18.83994,11.525469,5.7040677
2.8096216,9.799968,13.768689,14.366094,8.16813,4.7831697,30.267054,12.708476,5.017347
3.513116,18.168842,17.236517,11.472827,7.82465,15.834006,15.043466,8.766577,5.952098
1.0923805,5.2786384,8.590129,8.215505,3.3151126,0.96277034,49.60205,11.088877,11.506826
1.294625,11.725084,28.129938,10.535514,8.981726,18.50188,13.907663,3.4468327,5.17251
2.4552803,15.16373,25.880827,9.028321,7.2826567,30.436115,4.5835724,3.4110126,4.413501
-0.11950334,8.90269,12.050212,9.259542,5.7759094,9.726635,37.087242,10.697003,8.255501
7.4497313,14.227553,16.104528,8.224625,1.3073164,17.867865,18.768234,7.9134436,8.944113
-0.32924056,2.5608203,22.2502,14.163973,7.1411157,3.2279484,34.424313,14.274984,2.8546286
2.9952643,11.134909,43.445827,7.519318,2.8919168,18.183237,5.800084,3.4663658,5.5068703
-0.2616153,5.1988387,23.888319,9.586145,6.290691,-0.41881284,39.03284,7.3951073,9.148518
0.50485206,3.3810012,6.1467757,-0.280818,-1.7654572,-0.24922344,64.66859,4.1473837,20.669731
7.404591,6.6484404,31.932373,10.824918,4.9957404,19.14682,10.218799,0.87900364,5.679838
5.1361556,18.348436,7.9565187,15.61194,6.14168,4.082671,23.878702,19.871529,3.9283974
2.6722004,12.446762,14.182886,12.865182,4.281889,1.9756011,31.437428,17.930477,5.4354715
5.759943,22.438286,9.984884,15.160805,8.79741,3.4631803,19.30537,14.388079,5.972481
6.8864636,20.458101,6.910132,2.976219,0.8872117,1.7021396,38.441494,3.189209,19.770735
7.936617,21.965693,7.144001,14.75962,4.9354196,-0.19768581,23.209896,18.234978,6.82361
8.583544,9.316106,13.206671,15.191594,7.523722,8.740829,22.835989,7.840531,5.863239
5.921892,13.052669,7.892683,8.60032,5.302066,28.244095,18.99942,4.186731,8.30511
12.487877,12.475984,15.193991,11.237921,0.6830899,12.511637,17.445467,8.106593,8.597766
3.9831173,15.708525,5.5575333,8.755314,5.5276747,26.382513,20.917765,7.988704,7.7161007
4.545469,16.034096,9.370303,11.235713,6.4145045,12.2762165,24.76276,10.263908,7.810399
18.696741,29.372145,15.97199,14.421719,3.169528,8.128499,-3.7717218,7.5988526,9.021622
3.8942559,13.212711,7.137108,4.91106,3.4736931,23.272367,29.029034,3.1736677,12.4345045
