-6.3486514,14.2379055,8.011869,37.97999,17.961472,-4.099297,30.573006
-4.104973,10.665236,6.033188,36.19489,20.408504,-0.058790654,29.520834
13.117681,-2.6705022,17.98256,26.325293,24.78984,-9.753424,28.542109
-3.1660256,8.884571,4.835066,36.583893,20.822348,1.9956274,28.863688
-2.4879665,19.59922,-8.200106,44.359623,22.16471,6.670205,17.7581
11.746222,7.7136607,4.4280314,37.173565,18.966425,-1.8014209,21.273338
7.9945974,6.3110037,-5.684894,30.166246,15.005223,19.154694,28.100338
-1.7811943,13.642988,12.5576725,15.410199,26.305681,-3.372923,35.93373
11.457297,6.507598,4.267873,38.73097,17.980736,-1.0144917,21.554478
15.27664,11.982054,11.402096,20.616701,27.327072,-10.335794,22.95415
10.086348,16.84072,-6.0189905,46.27218,7.3006124,0.5052369,25.26021
25.3364,-14.288322,20.044195,0.26455086,34.38897,-4.698723,38.181824
0.42556593,17.845179,2.9458942,37.391197,4.5861764,10.1989565,26.692532
3.0041575,2.347845,11.607962,4.434758,1.0326309,76.97051,4.5832696
28.088993,28.299627,13.073459,-3.5905025,15.404283,0.93432194,19.469116
4.051859,38.113068,-3.8109622,11.875071,18.499428,4.0641556,28.299982
3.9175217,5.938842,9.255798,13.829573,3.4598205,6.500012,56.933388
11.269985,36.30051,-4.8002443,2.069463,4.98206,27.004105,26.394636
27.136465,2.1591227,0.42293707,5.0870357,28.37915,10.049978,28.29825
-0.7840488,5.34686,3.2145338,21.985683,27.26376,4.592893,37.605392
5.166044,25.747257,-13.2386465,12.951486,46.450542,3.094245,20.543903
5.2038345,19.32363,-6.0851727,7.0202084,31.874393,10.282022,33.315845
7.7693467,27.89429,-10.584658,6.781534,21.772963,13.135818,35.079025
4.379188,31.613583,-14.152701,26.645454,8.660815,12.302094,32.250057
2.5961583,4.9749503,6.605052,11.41249,21.374346,5.9228625,46.72227
5.9105387,3.1069372,24.875586,6.4770722,13.028791,9.499855,36.522743
8.564862,30.728735,-16.540783,10.654744,13.837274,7.582255,47.102592
4.73116,-3.3929548,7.6116037,82.22291,4.738821,-9.27262,10.95693
18.950203,26.004261,-16.075169,66.52326,-5.0942473,3.3420875,7.8373923
11.066296,3.5897665,12.276355,56.401943,7.335277,-22.941256,29.853874
30.044668,-0.8217191,43.385338,16.3734,1.0153639,-11.491759,20.267029
-4.2653027,17.969147,7.3666797,39.34128,19.914478,-12.716304,30.416159
8.297845,34.681732,-9.23013,33.64555,4.2340627,-4.032738,33.20798
17.875324,17.886324,2.2296898,38.48879,10.302678,-8.454457,21.649958
17.31891,28.202278,-13.432547,49.104828,8.397789,13.842792,-1.3416942
14.211892,14.014039,6.256617,30.482956,19.69621,-6.3517427,21.295004
-4.9874516,15.895244,-8.421467,47.720917,9.363674,15.879758,24.809132
25.545925,10.711919,10.026154,4.3386016,22.33318,-5.3029675,32.839813
17.939325,37.007416,6.178942,-0.3321506,26.824944,20.873196,-5.879815
27.046253,11.506411,14.772266,-0.9631366,22.256844,23.818789,3.8175976
27.8202,24.338928,-1.6437228,2.8720262,12.726399,27.717688,9.82929
29.833448,-5.413001,27.831305,6.7336264,1.998248,27.062807,13.642112
27.816723,31.07268,-8.36116,12.197308,14.499081,25.033964,1.553509
11.437902,-1.7086182,52.44802,6.936506,-0.47879475,25.873878,5.143395
30.089054,14.083383,6.2519507,25.69822,16.37817,10.221885,-1.0268869
23.728825,30.331903,-14.9296055,25.148872,28.614607,12.368465,-2.60805
20.749166,6.7387023,28.739504,8.09804,9.621934,31.535545,-3.8476593
1.4318587,31.785559,3.7189085,20.40711,13.015583,11.501061,18.94733
23.836416,-23.908201,37.98402,20.207087,0.1601106,34.37024,7.91907
1.9537755,32.189312,-13.531933,56.396152,13.240632,11.188997,-0.4931348
20.126938,-3.1993783,42.901623,23.853931,-2.492966,18.981003,-0.3111193
-8.47912,16.844347,72.38718,11.322363,-0.51879436,10.277531,-4.6106725
12.6583,0.29090327,23.14873,36.848648,10.808242,-17.596004,31.571705
22.938517,21.235973,-6.033873,1.6914572,1.8835753,50.45265,12.787736
14.089394,12.9027,9.266505,13.285943,-0.14081025,47.997326,5.826842
33.27689,32.810345,-9.6573715,0.5045903,1.7512821,36.1786,10.406105
1.9915105,62.1131,18.817207,8.290661,0.34259066,5.787933,3.8787065
18.152231,35.701473,-9.152176,2.3453403,-3.4498854,42.216854,18.998314
26.996634,-10.852931,37.547962,6.728868,1.5831788,-3.8431458,40.941654
19.491903,18.79924,15.94436,2.8473687,25.221432,0.91430336,17.286379
-1.2511959,17.488287,17.917334,19.88029,3.2529545,-5.2946067,46.74726
21.086082,27.389824,4.0601044,-0.67612,25.595469,19.79292,5.2889705
23.768803,22.991604,9.132017,3.2786224,10.465305,23.594755,9.482263
8.551063,62.623188,-29.668634,17.127035,-2.1369526,-8.448757,54.56243
12.425223,30.64796,21.105738,4.6719,22.252602,5.6659036,3.7690783
21.228992,31.012854,8.150784,-2.653275,20.083952,10.952113,13.29354
13.50471,7.1067963,47.201134,-8.3692465,7.989487,21.845064,10.889679
27.908047,34.1493,4.511085,-3.4048188,31.514715,6.585823,1.0675296
25.939144,31.144386,12.178164,-2.6230378,21.037933,14.148992,0.55591816
7.3521056,34.967804,2.9346676,16.907167,16.034124,27.205128,-3.135651
31.206825,20.616497,10.4357815,-7.7299514,29.334461,21.327606,-2.3456638
21.868486,18.110628,7.4067693,18.693832,16.347164,15.12488,4.128747
70.1289,-0.8223852,24.912045,11.745835,0.21854009,-11.077933,6.9750395
47.23633,22.945362,-1.9131271,-11.543619,10.436252,13.707921,23.368391
26.435844,17.955404,0.62941605,13.575427,27.19971,14.434199,1.900678
12.16304,-3.7086906,17.93455,-5.0187316,2.663368,71.56315,8.306635
11.526066,48.785915,-22.091284,-6.1653676,58.790592,29.977943,-16.861752
5.926639,1.7867519,2.5708504,-2.051372,91.45519,-0.4853057,-0.3789393
20.608217,-6.553745,22.326605,-6.2905865,80.43449,-13.275961,0.85945815
32.37939,27.225742,10.123873,-0.5421568,20.265684,-1.2213297,13.555814
13.529072,12.753046,28.224,6.1117725,12.486017,25.401672,2.5271153
8.24061,5.9466205,5.1597705,0.5579015,77.75173,0.01808143,1.4816263
0.3313957,16.870125,9.393797,48.822903,-9.908737,-8.929829,42.062233
